App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Avg_Compound,Avg_Positive,Avg_Neutral,Avg_Negative,Positive_Count,Neutral_Count,Negative_Count,Total_Reviews
La citadelle du musulman,BOOKS_AND_REFERENCE,4.5,314,9.8,50000,Free,0.0,Everyone,Books & Reference,"March 17, 2016",2.10,2.3.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clean My Android,PRODUCTIVITY,4.7,101163,6.2,5000000,Free,0.0,Everyone,Productivity,"July 31, 2018",1.4.5.2,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Citation du Jour - Motivation,FAMILY,4.1,321,0.914,100000,Free,0.0,Everyone,Education,"February 14, 2015",1.0,2.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
La Poupée du Voyant,FAMILY,4.4,265,8.2,50000,Free,0.0,Everyone,Entertainment,"January 6, 2017",1.0.0,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APUS Booster - Space Cleaner & Booster,PRODUCTIVITY,4.6,1048766,13.0,10000000,Free,0.0,Everyone,Productivity,"August 3, 2018",2.6.28,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Officiel du SCRABBLE LAROUSSE,BOOKS_AND_REFERENCE,3.4,116,48.0,5000,Paid,4.6,Everyone,Books & Reference,"October 13, 2016",1.4,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iSmart DV,VIDEO_PLAYERS,3.6,5692,31.0,1000000,Free,0.0,Everyone,Video Players & Editors,"July 27, 2018",R1.4.14.B1.4,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dv Prompter,VIDEO_PLAYERS,3.7,321,1.3,50000,Free,0.0,Everyone,Video Players & Editors,"March 14, 2017",1.2.9,4.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sports DV,LIFESTYLE,2.1,86,29.0,10000,Free,0.0,Everyone,Lifestyle,"July 17, 2018",3.0.3,4.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Live DV,PHOTOGRAPHY,2.0,16,17.0,1000,Free,0.0,Everyone,Photography,"May 9, 2018",1.0.6,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mini DV,AUTO_AND_VEHICLES,3.5,12,19.0,5000,Free,0.0,Everyone,Auto & Vehicles,"May 29, 2018",1.27,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DV-2019 Results,FAMILY,4.3,158,2.6,10000,Free,0.0,Everyone,Entertainment,"June 14, 2018",17.0,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKASO DV,TOOLS,2.4,99,71.0,10000,Free,0.0,Everyone,Tools,"July 26, 2018",V1.0.9,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DV-LOTTERY 2019 REGISTRATION,FAMILY,4.5,97,2.6,10000,Free,0.0,Everyone,Entertainment,"January 20, 2018",3.0,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Selfie DV,TOOLS,2.8,29,14.0,1000,Free,0.0,Everyone,Tools,"April 24, 2017",2.3.26,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DV 2019 Entry Guide,BOOKS_AND_REFERENCE,4.5,92,5.1,10000,Free,0.0,Everyone,Books & Reference,"October 18, 2017",2.0.0,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Porch DV,HOUSE_AND_HOME,2.8,5,13.0,1000,Free,0.0,Everyone,House & Home,"June 2, 2018",1.0,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DV 2019 - EDV Photo & Form,BOOKS_AND_REFERENCE,3.9,314,2.6,50000,Free,0.0,Everyone,Books & Reference,"October 24, 2016",6.0.0,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SDV Cam,TOOLS,3.2,67,65.0,10000,Free,0.0,Everyone,Tools,"June 2, 2017",1.0.8,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XDV,PHOTOGRAPHY,3.1,6827,8.7,1000000,Free,0.0,Everyone,Photography,"April 20, 2018",1.9.5,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WiFi Action Camera,SPORTS,2.4,551,0.903,100000,Free,0.0,Everyone,Sports,"March 13, 2014",1.4,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DV Car Service,MAPS_AND_NAVIGATION,4.6,10,25.0,100,Free,0.0,Everyone,Maps & Navigation,"August 9, 2017",1.002,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DV Lottery Photo,VIDEO_PLAYERS,2.9,23,4.0,5000,Free,0.0,Everyone,Video Players & Editors,"December 16, 2016",1.1,3.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DV Lottery Photo Tool,PHOTOGRAPHY,4.0,223,1.7,50000,Free,0.0,Everyone,Photography,"October 28, 2017",1.06,4.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iCam - Webcam Video Streaming,TOOLS,3.7,770,2.4,10000,Paid,4.99,Everyone,Tools,"October 7, 2016",1.6.7,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DV KING 4K,PHOTOGRAPHY,2.3,3,8.5,100,Free,0.0,Everyone,Photography,"July 17, 2018",1.0.10,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wifi Action Camera,PHOTOGRAPHY,2.9,118,26.0,50000,Free,0.0,Everyone,Photography,"July 24, 2018",1.3.5,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
US DV Lottery 2020 Apply,TRAVEL_AND_LOCAL,4.6,41,2.0,10000,Free,0.0,Everyone,Travel & Local,"January 14, 2018",1.02,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DV-2019 PHOTO TOOL,FAMILY,4.3,21,2.5,1000,Free,0.0,Everyone,Entertainment,"January 20, 2018",5.0,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DV ASSIST,FAMILY,5.0,1,18.0,100,Free,0.0,Everyone,Education,"August 2, 2018",1.0,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4K Ultra Camera,PHOTOGRAPHY,4.2,382,2.9,100000,Free,0.0,Everyone,Photography,"July 30, 2018",39.272.12,2.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DV Lottery Simulator,FAMILY,4.6,13,1.3,1000,Free,0.0,Everyone,Entertainment,"October 20, 2016",1.1,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
U.S.A DV Lottery Process,FAMILY,4.5,8,1.7,1000,Free,0.0,Everyone,Education,"March 12, 2017",1.0,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DV Statistics,SOCIAL,4.2,6,2.7,100,Free,0.0,Everyone,Social,"October 8, 2015",1.2,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DV 2018 Winners Guide,BOOKS_AND_REFERENCE,4.8,11,0.608,1000,Free,0.0,Everyone,Books & Reference,"July 23, 2017",1.09,4.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MelifeCam-M,VIDEO_PLAYERS,3.5,81,22.0,10000,Free,0.0,Everyone,Video Players & Editors,"July 21, 2016",R1.3.21.3,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DV-2019 UK/British,FAMILY,4.6,166,4.2,5000,Free,0.0,Everyone,Entertainment,"March 11, 2018",3.0,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GoPlus Cam,VIDEO_PLAYERS,3.5,3484,41.0,500000,Free,0.0,Everyone,Video Players & Editors,"December 18, 2017",3.0.1,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GoAction,VIDEO_PLAYERS,3.6,1522,65.0,100000,Free,0.0,Everyone,Video Players & Editors,"July 17, 2018",V1.5.3,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DV Youth,LIFESTYLE,5.0,5,15.0,100,Free,0.0,Everyone,Lifestyle,"April 25, 2016",1.2,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DV KING,PHOTOGRAPHY,3.0,2,9.3,100,Free,0.0,Everyone,Photography,"September 19, 2017",1.0.0,2.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DENVER ACTION CAM 3,PHOTOGRAPHY,2.9,66,8.9,10000,Free,0.0,Everyone,Photography,"November 16, 2016",1.0.2,2.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4K VIDEO PLAYER ULTRA HD,VIDEO_PLAYERS,3.7,20,24.0,5000,Free,0.0,Everyone,Video Players & Editors,"May 1, 2017",7.0,2.3.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
US DV Lottery 2019,TRAVEL_AND_LOCAL,4.6,14,4.0,1000,Free,0.0,Everyone,Travel & Local,"April 12, 2018",1.0,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hotel Insanity,GAME,4.2,3816,31.0,100000,Free,0.0,Teen,Arcade,"July 7, 2016",1.0,3.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SportCAM,TOOLS,3.2,427,9.5,100000,Free,0.0,Everyone,Tools,"May 4, 2018",1.7.6,2.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SportLook,PHOTOGRAPHY,2.5,1283,8.2,100000,Free,0.0,Everyone,Photography,"June 21, 2018",1.2.7,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DW - Breaking World News,NEWS_AND_MAGAZINES,4.4,17671,17.0,1000000,Free,0.0,Everyone 10+,News & Magazines,"August 6, 2018",2.3.10,4.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DW Learn German - A1, A2, B1 and placement test",FAMILY,4.3,902,1.8,100000,Free,0.0,Everyone,Education,"September 28, 2017",1.0,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DW Spectrum™ IPVMS Mobile,BUSINESS,4.0,44,30.0,10000,Free,0.0,Everyone,Business,"June 19, 2018",18.1.18164,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DW Amharic by AudioNow Digital,NEWS_AND_MAGAZINES,4.5,322,31.0,10000,Free,0.0,Everyone,News & Magazines,"June 26, 2018",4.0.9,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DW VMAX,TOOLS,3.4,843,8.5,100000,Free,0.0,Everyone,Tools,"May 4, 2017",3.7.1,2.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
News: DW Español,NEWS_AND_MAGAZINES,4.3,25,6.3,1000,Free,0.0,Everyone,News & Magazines,"April 26, 2018",1.0,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DW Contacts & Phone & Dialer,COMMUNICATION,4.3,21186,10.0,1000000,Free,0.0,Everyone,Communication,"August 4, 2018",Varies with device,Varies with device,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DW Arabic By dw-arab.com,NEWS_AND_MAGAZINES,4.3,386,6.0,50000,Free,0.0,Everyone,News & Magazines,"October 27, 2017",3.2,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Learn German: Die Bienenretter,FAMILY,4.0,25,79.0,5000,Free,0.0,Everyone,Educational;Education,"July 26, 2017",1.0.5,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
News: DW Hausa,NEWS_AND_MAGAZINES,4.9,9,6.3,1000,Free,0.0,Everyone,News & Magazines,"April 26, 2018",1.0,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DW Spectrum™ IP VMS,BUSINESS,3.4,102,2.4,10000,Free,0.0,Everyone,Business,"April 14, 2016",2.5.0-prod,2.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DW Audio,FAMILY,4.9,38,5.0,1000,Free,0.0,Everyone,Education,"June 16, 2017",0.9.0,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DW Contacts widget,TOOLS,4.3,56,2.0,1000,Paid,0.99,Everyone,Tools,"June 5, 2014",1.1.0.0,2.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DW فارسی By dw-arab.com,NEWS_AND_MAGAZINES,4.7,11,4.4,1000,Free,0.0,Everyone,News & Magazines,"March 26, 2017",1.0.0,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
German Listening,FAMILY,4.8,18298,8.0,500000,Free,0.0,Everyone,Education,"July 23, 2018",2.94,2.3.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DW Event,EVENTS,4.3,9,39.0,1000,Free,0.0,Everyone,Events,"May 29, 2018",2.32.2,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DW Witness,BUSINESS,4.0,6,3.5,500,Free,0.0,Everyone,Business,"May 14, 2018",1.1.2,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Downvids Helper - One touch DW,VIDEO_PLAYERS,3.5,197,9.8,10000,Free,0.0,Everyone,Video Players & Editors,"February 5, 2017",1.0,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DW Security,BUSINESS,5.0,6,15.0,100,Free,0.0,Everyone,Business,"July 25, 2018",69.1,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
News: RFI Hausa,NEWS_AND_MAGAZINES,4.7,10,6.3,1000,Free,0.0,Everyone,News & Magazines,"April 28, 2018",1.0,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DW Contacts Wear,TOOLS,4.2,37,2.2,5000,Free,0.0,Everyone,Tools,"March 9, 2015",0.0.0.2,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hausa Radio,NEWS_AND_MAGAZINES,4.4,3375,4.2,100000,Free,0.0,Everyone,News & Magazines,"July 31, 2018",4.1,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Digi Dex for DW Next Order @PS4,TOOLS,4.2,155,16.0,10000,Free,0.0,Everyone,Tools,"February 24, 2018",1.3,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DW Timer,TOOLS,5.0,9,1.5,100,Free,0.0,Everyone,Tools,"April 5, 2017",1.0,1.6 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RETRO Shocked DW-6000,PERSONALIZATION,5.0,13,0.5,100,Paid,1.49,Everyone,Personalization,"April 4, 2017",1.2,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VMAX IP Plus Mobile Client,BUSINESS,2.0,9,3.4,1000,Free,0.0,Everyone,Business,"June 9, 2017",1.1.12,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DW Maps,TRAVEL_AND_LOCAL,3.7,35,13.0,10000,Free,0.0,Everyone,Travel & Local,"June 6, 2017",1.9,2.3.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DW Missed call cleaner patch,TOOLS,3.9,65,0.054,5000,Free,0.0,Everyone,Tools,"November 27, 2014",1.4,2.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Swahili Radio,NEWS_AND_MAGAZINES,4.5,171,4.8,10000,Free,0.0,Everyone,News & Magazines,"May 30, 2018",3.0,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DX,SHOPPING,3.1,6697,11.0,500000,Free,0.0,Everyone,Shopping,"February 1, 2018",4.2.1,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Direct Express®,FINANCE,4.5,6156,6.6,500000,Free,0.0,Everyone,Finance,"May 9, 2017",1.0.10,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Retro City Rampage DX,GAME,4.7,416,16.0,10000,Paid,2.99,Teen,Action,"January 12, 2017",1.0.5,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PORTABLE SOCCER DX,SPORTS,4.4,552,1.6,5000,Paid,1.0,Everyone,Sports,"June 19, 2018",3.4,2.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Across Age DX,FAMILY,3.8,5964,48.0,500000,Free,0.0,Teen,Role Playing,"January 9, 2015",1.1.0,2.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZOOKEEPER DX TouchEdition,FAMILY,4.2,3195,4.6,100000,Paid,0.99,Everyone,Puzzle,"November 26, 2015",1.2.7,2.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ham DX Cluster & Spots Finder,COMMUNICATION,4.5,115,2.8,5000,Free,0.0,Everyone,Communication,"July 15, 2016",1.4.4,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DX Alerts,LIFESTYLE,4.5,22,23.0,1000,Free,0.0,Everyone,Lifestyle,"July 19, 2016",2.0,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Piczle Lines DX,FAMILY,4.6,281,26.0,5000,Free,0.0,Everyone,Puzzle,"April 15, 2018",1.4.6,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PORTABLE SOCCER DX Lite,SPORTS,4.2,15068,2.5,1000000,Free,0.0,Everyone,Sports,"June 19, 2018",3.4,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DX Spots Free,TOOLS,4.5,46,24.0,1000,Free,0.0,Everyone,Tools,"May 18, 2018",2.0.402,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3DAnimeGirl DX DreamPortrait KAWAII Girl DressUp,FAMILY,4.2,449,56.0,10000,Free,0.0,Teen,Casual,"February 16, 2018",1.5,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bubble Shooter DX,FAMILY,4.2,636,4.0,100000,Free,0.0,Everyone,Casual,"June 21, 2018",1.21,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DX Alert,TOOLS,4.1,27,2.5,1000,Free,0.0,Everyone,Tools,"April 28, 2016",1.131,3.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Age of Procreation DX,FAMILY,4.3,1894,40.0,100000,Free,0.0,Mature 17+,Simulation,"April 22, 2016",1.441,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chronolink DX,FAMILY,5.0,7,73.0,10,Paid,0.99,Everyone,Puzzle,"July 6, 2017",1.2,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DX Simulation for OOO Dx Belt,FAMILY,4.6,67,31.0,10000,Free,0.0,Everyone,Simulation,"August 4, 2018",1.7,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tricky Bike Stunt Rider DX,FAMILY,4.4,16,45.0,500,Free,0.0,Everyone,Simulation;Education,"July 29, 2018",1.1.1,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DX Simulation Belt for Build henshin,FAMILY,4.5,182,39.0,10000,Free,0.0,Everyone,Simulation,"July 11, 2018",2.0,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Active Soccer 2 DX,SPORTS,3.6,28,48.0,500,Paid,2.99,Everyone,Sports,"March 28, 2017",1.0.3,1.5 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DX Simulation for Kabuto Henshin Belt 2018,FAMILY,4.6,14,7.2,5000,Free,0.0,Everyone,Simulation,"August 6, 2018",1.5,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elemental Galaxy Dx - Match3,FAMILY,4.0,127,14.0,10000,Free,0.0,Everyone,Puzzle,"March 11, 2014",1.0.9,2.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DX Simulation for Double Dx Henshin Belt 2018,FAMILY,4.6,33,11.0,5000,Free,0.0,Everyone,Simulation,"August 6, 2018",1.5,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mircules DX Cluster Lite,COMMUNICATION,4.5,51,21.0,5000,Free,0.0,Everyone,Communication,"May 10, 2016",3.0,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DX Simulation Belt for Decade henshin,FAMILY,4.5,64,32.0,5000,Free,0.0,Everyone,Simulation,"July 27, 2018",3.0,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Human Dx,MEDICAL,4.8,6,16.0,500,Free,0.0,Everyone,Medical,"August 4, 2018",Human Dx,6.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa's Monster Shootout DX,GAME,5.0,4,33.0,50,Paid,1.99,Teen,Action,"August 15, 2013",1.05,2.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DX Glow - Clock Widget,PERSONALIZATION,4.4,5,3.4,50,Paid,0.99,Everyone,Personalization,"March 20, 2015",2.0,3.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBU DX Cluster,TOOLS,4.0,5,1.6,500,Free,0.0,Everyone,Tools,"June 16, 2015",0.0.1,2.3.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dress Up RagazzA13 DX,FAMILY,3.5,13,42.0,100,Paid,0.99,Everyone,Simulation,"September 16, 2016",1.0.5,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cloud DX Connected Health,HEALTH_AND_FITNESS,5.0,6,11.0,100,Free,0.0,Everyone,Health & Fitness,"July 19, 2017",1.7.10713 (281),4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DX Simulation for X-aid Dx Belt,FAMILY,4.0,35,48.0,5000,Free,0.0,Everyone,Simulation,"August 4, 2018",1.6,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unstoppaball DX,FAMILY,4.2,5,40.0,50,Paid,1.49,Everyone,Puzzle,"May 20, 2014",1.7,2.0.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sokoban Land DX,FAMILY,3.9,46,20.0,10000,Paid,2.99,Everyone,Puzzle,"January 29, 2018",1.0.6,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multiple Sclerosis Dx & Mgmt.,MEDICAL,4.5,131,60.0,10000,Free,0.0,Everyone,Medical,"September 25, 2017",5.0,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dx Ludo,FAMILY,3.6,215,2.6,50000,Free,0.0,Everyone,Puzzle,"April 18, 2011",1.0,2.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
My Dy Dice - 3D Dice Roller,LIFESTYLE,4.2,9,22.0,100,Free,0.0,Everyone,Lifestyle,"September 20, 2016",1.01,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dy So Exam,FAMILY,3.0,6,3.2,1000,Free,0.0,Everyone,Education,"July 3, 2017",1.0,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. D. Y. Patil Vidyapeeth GBS,FAMILY,4.0,3,5.3,100,Free,0.0,Everyone,Education,"February 14, 2017",1.0.1702140017,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
edp re:dy smarthome,TOOLS,3.4,30,22.0,5000,Free,0.0,Everyone,Tools,"June 7, 2017",1.2.2,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KPS CHAUHAN DY/DX,FAMILY,4.9,37,10.0,100,Free,0.0,Everyone,Education,"July 28, 2018",1.0.32.1,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DY TECHNICAL GYAN,BUSINESS,4.0,2,3.3,10,Free,0.0,Everyone,Business,"January 17, 2018",1.1.0,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JONACK (D Story Teller),FAMILY,4.4,152,1.2,10000,Free,0.0,Everyone,Entertainment,"November 28, 2015",1.0,2.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
American Sniper City Fight Shooting Assassin,GAME,4.1,395,54.0,50000,Free,0.0,Teen,Action,"November 24, 2017",1.4,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guardians of Ancora,FAMILY,4.4,969,26.0,50000,Free,0.0,Everyone,Educational;Action & Adventure,"July 20, 2018",2.9.1,2.3.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cute Dolphin Keyboard,PERSONALIZATION,4.5,237,6.4,10000,Free,0.0,Everyone,Personalization,"July 30, 2018",1.279.13.93,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Truck Transport Raw Material,FAMILY,4.2,632,50.0,100000,Free,0.0,Everyone,Simulation,"July 20, 2018",1.4,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hidden Camera Detector,TOOLS,3.9,167,2.5,10000,Free,0.0,Everyone,Tools,"November 8, 2017",1.0,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Street Skater 3D,GAME,3.6,120852,21.0,10000000,Free,0.0,Teen,Action,"October 24, 2017",1.1,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DYPSOET,FAMILY,5.0,8,7.4,50,Free,0.0,Everyone,Education,"August 7, 2018",1.0.2,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Triceratops - Dino Robot,FAMILY,4.4,3032,30.0,1000000,Free,0.0,Everyone,Casual,"December 18, 2017",1.2.3,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Differential Equations Steps,FAMILY,3.6,1185,3.9,100000,Free,0.0,Everyone,Education,"April 11, 2017",5.3.0,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dz Dinars Numbers to letters,PRODUCTIVITY,4.7,2807,9.8,100000,Free,0.0,Everyone,Productivity,"December 15, 2016",0.74 11.12.2016,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dz NEWS Algerie,NEWS_AND_MAGAZINES,4.2,2318,4.5,100000,Free,0.0,Everyone,News & Magazines,"December 13, 2014",2.3,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Siyaha Dz,TRAVEL_AND_LOCAL,4.5,289,9.8,10000,Free,0.0,Everyone,Travel & Local,"March 13, 2018",2.6.3,4.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCP DZ : Fill out a check | Number in letters DZD,FINANCE,4.7,642,3.2,10000,Free,0.0,Everyone,Finance,"April 27, 2018",2018-04-27,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
